Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_x,ModeratelyActiveDistance_x,LightActiveDistance_x,SedentaryActiveDistance_x,VeryActiveMinutes_x,FairlyActiveMinutes_x,LightlyActiveMinutes_x,SedentaryMinutes_x,Calories_x,Calories_y,SedentaryMinutes_y,LightlyActiveMinutes_y,FairlyActiveMinutes_y,VeryActiveMinutes_y,SedentaryActiveDistance_y,LightActiveDistance_y,ModeratelyActiveDistance_y,VeryActiveDistance_y,StepTotal,HR_mean,HR_max,HR_min,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
1503960366,2016-04-22,12764,8.13000011444092,8.13000011444092,0.0,4.76000022888184,1.12000000476837,2.24000000953674,0.0,1970-01-01 00:00:00.000000066,1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000000130,1970-01-01 00:00:00.000001217,1827,1827,1970-01-01 00:00:00.000001217,1970-01-01 00:00:00.000000130,1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000000066,0.0,2.24000000953674,1.12000000476837,4.76000022888184,12764,,,,,,
1503960366,2016-04-23,14371,9.03999996185303,9.03999996185303,0.0,2.80999994277954,0.870000004768372,5.3600001335144,0.0,1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000262,1970-01-01 00:00:00.000000732,1949,1949,1970-01-01 00:00:00.000000732,1970-01-01 00:00:00.000000262,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000041,0.0,5.3600001335144,0.870000004768372,2.80999994277954,14371,,,,1.0,1970-01-01 00:00:00.000000361,1970-01-01 00:00:00.000000384
1503960366,2016-04-24,10039,6.40999984741211,6.40999984741211,0.0,2.92000007629395,0.209999993443489,3.27999997138977,0.0,1970-01-01 00:00:00.000000039,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000238,1970-01-01 00:00:00.000000709,1788,1788,1970-01-01 00:00:00.000000709,1970-01-01 00:00:00.000000238,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000039,0.0,3.27999997138977,0.209999993443489,2.92000007629395,10039,,,,1.0,1970-01-01 00:00:00.000000430,1970-01-01 00:00:00.000000449
1503960366,2016-04-25,15355,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,1970-01-01 00:00:00.000000073,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000216,1970-01-01 00:00:00.000000814,2013,2013,1970-01-01 00:00:00.000000814,1970-01-01 00:00:00.000000216,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000073,0.0,3.94000005722046,0.569999992847443,5.28999996185303,15355,,,,1.0,1970-01-01 00:00:00.000000277,1970-01-01 00:00:00.000000323
1503960366,2016-04-26,13755,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.920000016689301,5.53999996185303,0.0,1970-01-01 00:00:00.000000031,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000279,1970-01-01 00:00:00.000000833,1970,1970,1970-01-01 00:00:00.000000833,1970-01-01 00:00:00.000000279,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000031,0.0,5.53999996185303,0.920000016689301,2.32999992370605,13755,,,,1.0,1970-01-01 00:00:00.000000245,1970-01-01 00:00:00.000000274
1503960366,2016-04-27,18134,12.210000038147,12.210000038147,0.0,6.40000009536743,0.409999996423721,5.40999984741211,0.0,1970-01-01 00:00:00.000000078,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000243,1970-01-01 00:00:00.000001108,2159,2159,1970-01-01 00:00:00.000001108,1970-01-01 00:00:00.000000243,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000078,0.0,5.40999984741211,0.409999996423721,6.40000009536743,18134,,,,,,
1503960366,2016-04-28,13154,8.52999973297119,8.52999973297119,0.0,3.53999996185303,1.1599999666214,3.78999996185303,0.0,1970-01-01 00:00:00.000000048,1970-01-01 00:00:00.000000028,1970-01-01 00:00:00.000000189,1970-01-01 00:00:00.000000782,1898,1898,1970-01-01 00:00:00.000000782,1970-01-01 00:00:00.000000189,1970-01-01 00:00:00.000000028,1970-01-01 00:00:00.000000048,0.0,3.78999996185303,1.1599999666214,3.53999996185303,13154,,,,1.0,1970-01-01 00:00:00.000000366,1970-01-01 00:00:00.000000393
1503960366,2016-04-29,11181,7.15000009536743,7.15000009536743,0.0,1.05999994277954,0.5,5.57999992370605,0.0,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000243,1970-01-01 00:00:00.000000815,1837,1837,1970-01-01 00:00:00.000000815,1970-01-01 00:00:00.000000243,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,0.0,5.57999992370605,0.5,1.05999994277954,11181,,,,1.0,1970-01-01 00:00:00.000000341,1970-01-01 00:00:00.000000354
1503960366,2016-04-30,14673,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,1970-01-01 00:00:00.000000052,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000217,1970-01-01 00:00:00.000000712,1947,1947,1970-01-01 00:00:00.000000712,1970-01-01 00:00:00.000000217,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000052,0.0,4.26999998092651,1.41999995708466,3.55999994277954,14673,,,,1.0,1970-01-01 00:00:00.000000404,1970-01-01 00:00:00.000000425
1503960366,2016-05-01,10602,6.80999994277954,6.80999994277954,0.0,2.28999996185303,1.60000002384186,2.92000007629395,0.0,1970-01-01 00:00:00.000000033,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000246,1970-01-01 00:00:00.000000730,1820,1820,1970-01-01 00:00:00.000000730,1970-01-01 00:00:00.000000246,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000033,0.0,2.92000007629395,1.60000002384186,2.28999996185303,10602,,,,1.0,1970-01-01 00:00:00.000000369,1970-01-01 00:00:00.000000396
1503960366,2016-05-02,14727,9.71000003814697,9.71000003814697,0.0,3.21000003814697,0.569999992847443,5.92000007629395,0.0,1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000277,1970-01-01 00:00:00.000000798,2004,2004,1970-01-01 00:00:00.000000798,1970-01-01 00:00:00.000000277,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000041,0.0,5.92000007629395,0.569999992847443,3.21000003814697,14727,,,,1.0,1970-01-01 00:00:00.000000277,1970-01-01 00:00:00.000000309
1503960366,2016-05-03,15103,9.65999984741211,9.65999984741211,0.0,3.73000001907349,1.04999995231628,4.88000011444092,0.0,1970-01-01 00:00:00.000000050,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000254,1970-01-01 00:00:00.000000816,1990,1990,1970-01-01 00:00:00.000000816,1970-01-01 00:00:00.000000254,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000050,0.0,4.88000011444092,1.04999995231628,3.73000001907349,15103,,,,1.0,1970-01-01 00:00:00.000000273,1970-01-01 00:00:00.000000296
1503960366,2016-05-04,11100,7.15000009536743,7.15000009536743,0.0,2.46000003814697,0.870000004768372,3.8199999332428,0.0,1970-01-01 00:00:00.000000036,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000203,1970-01-01 00:00:00.000001179,1819,1819,1970-01-01 00:00:00.000001179,1970-01-01 00:00:00.000000203,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000036,0.0,3.8199999332428,0.870000004768372,2.46000003814697,11100,,,,,,
1503960366,2016-05-05,14070,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000250,1970-01-01 00:00:00.000000857,1959,1959,1970-01-01 00:00:00.000000857,1970-01-01 00:00:00.000000250,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000045,0.0,4.88000011444092,1.08000004291534,2.92000007629395,14070,,,,1.0,1970-01-01 00:00:00.000000247,1970-01-01 00:00:00.000000264
1503960366,2016-05-06,12159,8.02999973297119,8.02999973297119,0.0,1.97000002861023,0.25,5.80999994277954,0.0,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000289,1970-01-01 00:00:00.000000754,1896,1896,1970-01-01 00:00:00.000000754,1970-01-01 00:00:00.000000289,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,0.0,5.80999994277954,0.25,1.97000002861023,12159,,,,1.0,1970-01-01 00:00:00.000000334,1970-01-01 00:00:00.000000367
1503960366,2016-05-07,11992,7.71000003814697,7.71000003814697,0.0,2.46000003814697,2.11999988555908,3.13000011444092,0.0,1970-01-01 00:00:00.000000037,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000175,1970-01-01 00:00:00.000000833,1821,1821,1970-01-01 00:00:00.000000833,1970-01-01 00:00:00.000000175,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000037,0.0,3.13000011444092,2.11999988555908,2.46000003814697,11992,,,,1.0,1970-01-01 00:00:00.000000331,1970-01-01 00:00:00.000000349
1503960366,2016-05-08,10060,6.57999992370605,6.57999992370605,0.0,3.52999997138977,0.319999992847443,2.73000001907349,0.0,1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000203,1970-01-01 00:00:00.000000574,1740,1740,1970-01-01 00:00:00.000000574,1970-01-01 00:00:00.000000203,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000044,0.0,2.73000001907349,0.319999992847443,3.52999997138977,10060,,,,1.0,1970-01-01 00:00:00.000000594,1970-01-01 00:00:00.000000611
1503960366,2016-05-09,12022,7.71999979019165,7.71999979019165,0.0,3.45000004768372,0.529999971389771,3.74000000953674,0.0,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000206,1970-01-01 00:00:00.000000835,1819,1819,1970-01-01 00:00:00.000000835,1970-01-01 00:00:00.000000206,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000046,0.0,3.74000000953674,0.529999971389771,3.45000004768372,12022,,,,1.0,1970-01-01 00:00:00.000000338,1970-01-01 00:00:00.000000342
1503960366,2016-05-10,12207,7.76999998092651,7.76999998092651,0.0,3.34999990463257,1.1599999666214,3.25999999046326,0.0,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000031,1970-01-01 00:00:00.000000214,1970-01-01 00:00:00.000000746,1859,1859,1970-01-01 00:00:00.000000746,1970-01-01 00:00:00.000000214,1970-01-01 00:00:00.000000031,1970-01-01 00:00:00.000000046,0.0,3.25999999046326,1.1599999666214,3.34999990463257,12207,,,,1.0,1970-01-01 00:00:00.000000383,1970-01-01 00:00:00.000000403
1503960366,2016-05-11,12770,8.13000011444092,8.13000011444092,0.0,2.55999994277954,1.00999999046326,4.55000019073486,0.0,1970-01-01 00:00:00.000000036,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000251,1970-01-01 00:00:00.000000669,1783,1783,1970-01-01 00:00:00.000000669,1970-01-01 00:00:00.000000251,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000036,0.0,4.55000019073486,1.00999999046326,2.55999994277954,12770,,,,1.0,1970-01-01 00:00:00.000000285,1970-01-01 00:00:00.000000306
1503960366,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001440,0,0,1970-01-01 00:00:00.000001440,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,0,,,,,,
1624580081,2016-04-12,8163,5.30999994277954,5.30999994277954,0.0,0.0,0.0,5.30999994277954,0.0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000146,1970-01-01 00:00:00.000001294,1432,1432,1970-01-01 00:00:00.000001294,1970-01-01 00:00:00.000000146,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0,5.30999994277954,0.0,0.0,8163,,,,,,
1624580081,2016-04-13,7007,4.55000019073486,4.55000019073486,0.0,0.0,0.0,4.55000019073486,0.0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000148,1970-01-01 00:00:00.000001292,1411,1411,1970-01-01 00:00:00.000001292,1970-01-01 00:00:00.000000148,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0,4.55000019073486,0.0,0.0,7007,,,,,,
1624580081,2016-04-14,9107,5.92000007629395,5.92000007629395,0.0,0.0,0.0,5.90999984741211,0.0099999997764825,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000236,1970-01-01 00:00:00.000001204,1572,1572,1970-01-01 00:00:00.000001204,1970-01-01 00:00:00.000000236,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0099999997764825,5.90999984741211,0.0,0.0,9107,,,,,,
1624580081,2016-04-15,1510,0.980000019073486,0.980000019073486,0.0,0.0,0.0,0.970000028610229,0.0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000096,1970-01-01 00:00:00.000001344,1344,1344,1970-01-01 00:00:00.000001344,1970-01-01 00:00:00.000000096,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0,0.970000028610229,0.0,0.0,1510,,,,,,
1624580081,2016-04-16,5370,3.49000000953674,3.49000000953674,0.0,0.0,0.0,3.49000000953674,0.0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000176,1970-01-01 00:00:00.000001264,1463,1463,1970-01-01 00:00:00.000001264,1970-01-01 00:00:00.000000176,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0,3.49000000953674,0.0,0.0,5370,,,,,,
1624580081,2016-04-17,6175,4.05999994277954,4.05999994277954,0.0,1.02999997138977,1.51999998092651,1.49000000953674,0.0099999997764825,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000127,1970-01-01 00:00:00.000001276,1554,1554,1970-01-01 00:00:00.000001276,1970-01-01 00:00:00.000000127,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000015,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,6175,,,,,,
1624580081,2016-04-18,10536,7.40999984741211,7.40999984741211,0.0,2.15000009536743,0.620000004768372,4.61999988555908,0.0099999997764825,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000202,1970-01-01 00:00:00.000001214,1604,1604,1970-01-01 00:00:00.000001214,1970-01-01 00:00:00.000000202,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000017,0.0099999997764825,4.61999988555908,0.620000004768372,2.15000009536743,10536,,,,,,
1624580081,2016-04-19,2916,1.89999997615814,1.89999997615814,0.0,0.0,0.0,1.89999997615814,0.0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000141,1970-01-01 00:00:00.000001299,1435,1435,1970-01-01 00:00:00.000001299,1970-01-01 00:00:00.000000141,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0,1.89999997615814,0.0,0.0,2916,,,,,,
1624580081,2016-04-20,4974,3.23000001907349,3.23000001907349,0.0,0.0,0.0,3.23000001907349,0.0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000151,1970-01-01 00:00:00.000001289,1446,1446,1970-01-01 00:00:00.000001289,1970-01-01 00:00:00.000000151,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0,3.23000001907349,0.0,0.0,4974,,,,,,
1624580081,2016-04-21,6349,4.13000011444092,4.13000011444092,0.0,0.0,0.0,4.1100001335144,0.0199999995529652,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000186,1970-01-01 00:00:00.000001254,1467,1467,1970-01-01 00:00:00.000001254,1970-01-01 00:00:00.000000186,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0199999995529652,4.1100001335144,0.0,0.0,6349,,,,,,
1624580081,2016-04-22,4026,2.61999988555908,2.61999988555908,0.0,0.0,0.0,2.59999990463257,0.0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000199,1970-01-01 00:00:00.000001241,1470,1470,1970-01-01 00:00:00.000001241,1970-01-01 00:00:00.000000199,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0,2.59999990463257,0.0,0.0,4026,,,,,,
1624580081,2016-04-23,8538,5.55000019073486,5.55000019073486,0.0,0.0,0.0,5.53999996185303,0.0099999997764825,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000227,1970-01-01 00:00:00.000001213,1562,1562,1970-01-01 00:00:00.000001213,1970-01-01 00:00:00.000000227,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0099999997764825,5.53999996185303,0.0,0.0,8538,,,,,,
1624580081,2016-04-24,6076,3.95000004768372,3.95000004768372,0.0,1.14999997615814,0.910000026226044,1.88999998569489,0.0,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000000185,1970-01-01 00:00:00.000001221,1617,1617,1970-01-01 00:00:00.000001221,1970-01-01 00:00:00.000000185,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000000016,0.0,1.88999998569489,0.910000026226044,1.14999997615814,6076,,,,,,
1624580081,2016-04-25,6497,4.21999979019165,4.21999979019165,0.0,0.0,0.0,4.19999980926514,0.0199999995529652,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000202,1970-01-01 00:00:00.000001238,1492,1492,1970-01-01 00:00:00.000001238,1970-01-01 00:00:00.000000202,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0199999995529652,4.19999980926514,0.0,0.0,6497,,,,,,
1624580081,2016-04-26,2826,1.8400000333786,1.8400000333786,0.0,0.0,0.0,1.83000004291534,0.0099999997764825,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000140,1970-01-01 00:00:00.000001300,1402,1402,1970-01-01 00:00:00.000001300,1970-01-01 00:00:00.000000140,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0099999997764825,1.83000004291534,0.0,0.0,2826,,,,,,
1624580081,2016-04-27,8367,5.44000005722046,5.44000005722046,0.0,1.11000001430511,1.87000000476837,2.46000003814697,0.0,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000036,1970-01-01 00:00:00.000000154,1970-01-01 00:00:00.000001233,1670,1670,1970-01-01 00:00:00.000001233,1970-01-01 00:00:00.000000154,1970-01-01 00:00:00.000000036,1970-01-01 00:00:00.000000017,0.0,2.46000003814697,1.87000000476837,1.11000001430511,8367,,,,,,
1624580081,2016-04-28,2759,1.78999996185303,1.78999996185303,0.0,0.0,0.200000002980232,1.60000002384186,0.0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000115,1970-01-01 00:00:00.000001320,1401,1401,1970-01-01 00:00:00.000001320,1970-01-01 00:00:00.000000115,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000000,0.0,1.60000002384186,0.200000002980232,0.0,2759,,,,,,
1624580081,2016-04-29,2390,1.54999995231628,1.54999995231628,0.0,0.0,0.0,1.54999995231628,0.0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000150,1970-01-01 00:00:00.000001290,1404,1404,1970-01-01 00:00:00.000001290,1970-01-01 00:00:00.000000150,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000000,0.0,1.54999995231628,0.0,0.0,2390,,,,,,
1624580081,2016-04-30,6474,4.30000019073486,4.30000019073486,0.0,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000224,1970-01-01 00:00:00.000001182,1655,1655,1970-01-01 00:00:00.000001182,1970-01-01 00:00:00.000000224,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000011,0.0099999997764825,2.11999988555908,1.27999997138977,0.899999976158142,6474,,,,,,
1624580081,2016-05-01,36019,28.0300006866455,28.0300006866455,0.0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,1970-01-01 00:00:00.000000186,1970-01-01 00:00:00.000000063,1970-01-01 00:00:00.000000171,1970-01-01 00:00:00.000001020,2690,2690,1970-01-01 00:00:00.000001020,1970-01-01 00:00:00.000000171,1970-01-01 00:00:00.000000063,1970-01-01 00:00:00.000000186,0.0199999995529652,1.9099999666214,4.19000005722046,21.9200000762939,36019,,,,,,
1624580081,2016-05-02,7155,4.92999982833862,4.92999982833862,0.0,0.860000014305115,0.589999973773956,3.47000002861023,0.0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000166,1970-01-01 00:00:00.000001261,1497,1497,1970-01-01 00:00:00.000001261,1970-01-01 00:00:00.000000166,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,0.0,3.47000002861023,0.589999973773956,0.860000014305115,7155,,,,,,
