Id,ActivityDate,DayOfWeek,IsWeekend,TotalSteps,TotalSteps_BoxCox,TotalDistance,Calories,VeryActiveMinutes,VeryActiveMinutes_Sqrt,FairlyActiveMinutes,LightlyActiveMinutes,LightlyActiveMinutes_BoxCox,SedentaryMinutes,TotalActiveMinutes,Activity_Score,Sleep_Score,Nutrition_Score,Overall_Health_Score
1927972279,2016-05-03,Tuesday,0,1326,131.20878088771897,0.920000016689301,2195,10,3.1622776601683795,0,17,11.79937591892377,1413,27,23.304000000000002,,100.0,64.97415984571853
1927972279,2016-05-04,Wednesday,0,1786,157.7500460134811,1.24000000953674,2338,0,0.0,0,87,50.454748674569146,1353,87,47.144,,86.2,71.75015984571854
1927972279,2016-05-05,Thursday,0,0,,0.0,2063,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-05-06,Friday,0,2091,173.88521032681163,1.45000004768372,2383,0,0.0,0,108,60.81489405675048,1332,108,48.364000000000004,,81.7,71.33815984571854
1927972279,2016-05-07,Saturday,1,1510,142.19760105588503,1.03999996185303,2229,0,0.0,0,48,30.045937763921554,1392,48,38.04,,97.1,70.28855984571854
1927972279,2016-05-08,Sunday,1,0,,0.0,2063,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-05-09,Monday,0,0,,0.0,2063,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-05-10,Tuesday,0,0,,0.0,2063,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-05-11,Wednesday,0,0,,0.0,2063,0,0.0,0,0,,1440,0,0.0,,100.0,55.65255984571853
1927972279,2016-05-12,Thursday,0,0,,0.0,1383,0,0.0,0,0,,966,0,0.0,,58.3,47.312559845718525
2022484408,2016-04-12,Tuesday,0,11875,506.13097071710354,8.34000015258789,2390,42,6.48074069840786,14,227,115.01100705391569,1157,283,80.0,,81.0,83.85255984571853
2022484408,2016-04-13,Wednesday,0,12024,510.0182730895417,8.5,2601,43,6.557438524302,5,292,142.58462206309454,1100,340,80.0,,59.9,79.63255984571853
2022484408,2016-04-14,Thursday,0,10690,474.5100580020408,7.5,2312,32,5.656854249492381,3,257,127.87062600018038,1148,292,80.0,,88.8,85.41255984571853
2022484408,2016-04-15,Friday,0,11034,483.8237739816902,8.02999973297119,2525,27,5.196152422706632,9,282,138.40988667295355,1122,318,80.0,,67.5,81.15255984571853
2022484408,2016-04-16,Saturday,1,10100,458.26016658746414,7.09000015258789,2177,41,6.4031242374328485,11,151,81.12899287618404,1237,203,80.0,,100.0,87.65255984571853
2022484408,2016-04-17,Sunday,1,15112,586.7933931001988,11.3999996185303,2782,28,5.291502622129181,29,331,158.66325266423496,1052,388,80.0,,41.8,76.01255984571853
2022484408,2016-04-18,Monday,0,14131,563.1268146861156,10.0699996948242,2770,48,6.928203230275509,3,311,150.4566660797212,1078,362,80.0,,43.0,76.25255984571852
2022484408,2016-04-19,Tuesday,0,11548,497.5327377217798,8.52999973297119,2489,31,5.5677643628300215,7,250,124.89179661723762,1152,288,80.0,,71.1,81.87255984571853
2022484408,2016-04-20,Wednesday,0,15112,586.7933931001988,10.6700000762939,2897,48,6.928203230275509,63,276,135.8941055920268,1053,387,80.0,,30.299999999999997,73.71255984571853
2022484408,2016-04-21,Thursday,0,12453,521.1074443275584,8.73999977111816,3158,104,10.198039027185569,53,255,127.02082452354479,1028,412,80.0,,30.0,73.65255984571853
2022484408,2016-04-22,Friday,0,12954,533.8716239017575,9.32999992370605,2638,52,7.211102550927978,10,273,134.63305722264792,1105,335,80.0,,56.2,78.89255984571852
2022484408,2016-04-23,Saturday,1,6001,332.84622584325786,4.21000003814697,2069,0,0.0,0,249,124.46520595576857,1191,249,64.00399999999999,,100.0,81.25415984571853
