Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,Duration_Score,Sleep_Efficiency,Efficiency_Score,Sleep_Score,SleepDate
4388161847,2016-04-23,1,478,501,70.0,0.9540918163672655,28.622754491017965,98.62275449101796,2016-04-23
4388161847,2016-04-24,3,552,595,68.0,0.9277310924369748,27.831932773109244,95.83193277310924,2016-04-24
4388161847,2016-04-26,1,319,346,53.166666666666664,0.9219653179190751,27.658959537572255,80.82562620423892,2016-04-26
4388161847,2016-04-27,1,439,500,70.0,0.878,26.34,96.34,2016-04-27
4388161847,2016-04-28,1,428,458,70.0,0.9344978165938864,28.034934497816593,98.0349344978166,2016-04-28
4388161847,2016-04-30,2,409,430,68.16666666666667,0.9511627906976744,28.53488372093023,96.70155038759691,2016-04-30
4388161847,2016-05-01,1,547,597,68.83333333333333,0.916247906197655,27.48743718592965,96.32077051926298,2016-05-01
4388161847,2016-05-02,2,368,376,61.333333333333336,0.9787234042553191,29.361702127659573,90.69503546099291,2016-05-02
4388161847,2016-05-04,1,390,414,65.0,0.9420289855072463,28.26086956521739,93.26086956521739,2016-05-04
4388161847,2016-05-05,1,471,495,70.0,0.9515151515151515,28.545454545454547,98.54545454545455,2016-05-05
4388161847,2016-05-07,1,472,496,70.0,0.9516129032258065,28.548387096774196,98.54838709677419,2016-05-07
4388161847,2016-05-08,2,529,541,70.0,0.977818853974122,29.33456561922366,99.33456561922367,2016-05-08
4388161847,2016-05-09,1,62,65,10.333333333333334,0.9538461538461539,28.615384615384617,38.94871794871795,2016-05-09
4388161847,2016-05-10,1,354,375,59.0,0.944,28.32,87.32,2016-05-10
4388161847,2016-05-11,1,469,494,70.0,0.9493927125506073,28.48178137651822,98.48178137651823,2016-05-11
4445114986,2016-04-12,2,429,457,70.0,0.9387308533916849,28.161925601750546,98.16192560175054,2016-04-12
4445114986,2016-04-13,2,370,406,61.666666666666664,0.9113300492610837,27.339901477832512,89.00656814449917,2016-04-13
4445114986,2016-04-14,1,441,492,70.0,0.8963414634146342,26.890243902439025,96.89024390243902,2016-04-14
4445114986,2016-04-15,2,337,379,56.16666666666667,0.8891820580474934,26.6754617414248,82.84212840809147,2016-04-15
4445114986,2016-04-16,1,462,499,70.0,0.9258517034068137,27.77555110220441,97.77555110220442,2016-04-16
4445114986,2016-04-17,1,98,107,16.333333333333332,0.9158878504672897,27.476635514018692,43.809968847352025,2016-04-17
4445114986,2016-04-19,2,388,424,64.66666666666667,0.9150943396226415,27.452830188679247,92.11949685534591,2016-04-19
4445114986,2016-04-20,1,439,462,70.0,0.9502164502164502,28.506493506493506,98.50649350649351,2016-04-20
4445114986,2016-04-21,1,436,469,70.0,0.929637526652452,27.88912579957356,97.88912579957356,2016-04-21
4445114986,2016-04-22,1,388,417,64.66666666666667,0.9304556354916067,27.913669064748202,92.58033573141488,2016-04-22
4445114986,2016-04-25,1,328,345,54.666666666666664,0.9507246376811594,28.521739130434785,83.18840579710145,2016-04-25
4445114986,2016-04-26,2,353,391,58.833333333333336,0.9028132992327366,27.084398976982097,85.91773231031543,2016-04-26
4445114986,2016-04-27,1,332,374,55.33333333333333,0.8877005347593583,26.63101604278075,81.96434937611409,2016-04-27
4445114986,2016-04-28,1,419,442,69.83333333333333,0.9479638009049773,28.43891402714932,98.27224736048265,2016-04-28
4445114986,2016-04-29,1,106,108,17.666666666666664,0.9814814814814815,29.444444444444446,47.111111111111114,2016-04-29
4445114986,2016-04-30,1,322,353,53.66666666666667,0.9121813031161473,27.36543909348442,81.0321057601511,2016-04-30
4445114986,2016-05-01,2,439,459,70.0,0.9564270152505446,28.692810457516337,98.69281045751634,2016-05-01
4445114986,2016-05-02,1,502,542,70.0,0.9261992619926199,27.785977859778598,97.7859778597786,2016-05-02
4445114986,2016-05-03,2,417,450,69.5,0.9266666666666666,27.8,97.3,2016-05-03
4445114986,2016-05-04,2,337,363,56.16666666666667,0.928374655647383,27.85123966942149,84.01790633608816,2016-05-04
4445114986,2016-05-05,2,462,513,70.0,0.9005847953216374,27.01754385964912,97.01754385964912,2016-05-05
4445114986,2016-05-06,2,374,402,62.33333333333333,0.9303482587064676,27.91044776119403,90.24378109452735,2016-05-06
4445114986,2016-05-07,2,401,436,66.83333333333334,0.9197247706422018,27.591743119266056,94.4250764525994,2016-05-07
4445114986,2016-05-08,1,361,391,60.16666666666667,0.9232736572890026,27.69820971867008,87.86487638533674,2016-05-08
4445114986,2016-05-09,1,457,533,70.0,0.8574108818011257,25.72232645403377,95.72232645403378,2016-05-09
4445114986,2016-05-10,1,405,426,67.5,0.9507042253521126,28.52112676056338,96.02112676056338,2016-05-10
4445114986,2016-05-11,1,499,530,70.0,0.9415094339622642,28.245283018867926,98.24528301886792,2016-05-11
4445114986,2016-05-12,1,483,501,70.0,0.9640718562874252,28.922155688622755,98.92215568862275,2016-05-12
4558609924,2016-04-21,1,126,137,21.0,0.9197080291970803,27.59124087591241,48.591240875912405,2016-04-21
4558609924,2016-04-26,1,103,121,17.166666666666664,0.8512396694214877,25.537190082644628,42.70385674931129,2016-04-26
4558609924,2016-04-29,1,171,179,28.5,0.9553072625698324,28.659217877094974,57.159217877094974,2016-04-29
4558609924,2016-05-01,1,115,129,19.166666666666668,0.8914728682170543,26.74418604651163,45.9108527131783,2016-05-01
4558609924,2016-05-08,1,123,134,20.5,0.917910447761194,27.53731343283582,48.037313432835816,2016-05-08
4702921684,2016-04-12,1,425,439,70.0,0.9681093394077449,29.043280182232348,99.04328018223235,2016-04-12
4702921684,2016-04-13,2,400,430,66.66666666666666,0.9302325581395349,27.906976744186046,94.5736434108527,2016-04-13
4702921684,2016-04-14,1,384,415,64.0,0.9253012048192771,27.759036144578314,91.75903614457832,2016-04-14
4702921684,2016-04-15,1,253,257,42.166666666666664,0.9844357976653697,29.53307392996109,71.69974059662775,2016-04-15
4702921684,2016-04-16,2,382,406,63.666666666666664,0.9408866995073891,28.226600985221673,91.89326765188834,2016-04-16
4702921684,2016-04-17,1,591,612,61.5,0.9656862745098039,28.97058823529412,90.47058823529412,2016-04-17
4702921684,2016-04-18,1,293,312,48.83333333333333,0.9391025641025641,28.173076923076923,77.00641025641025,2016-04-18
4702921684,2016-04-19,1,457,487,70.0,0.9383983572895277,28.151950718685832,98.15195071868584,2016-04-19
4702921684,2016-04-20,1,454,468,70.0,0.9700854700854701,29.102564102564102,99.1025641025641,2016-04-20
4702921684,2016-04-21,1,425,434,70.0,0.9792626728110599,29.377880184331797,99.3778801843318,2016-04-21
4702921684,2016-04-23,1,465,475,70.0,0.9789473684210527,29.36842105263158,99.36842105263158,2016-04-23
4702921684,2016-04-24,1,480,506,70.0,0.9486166007905138,28.458498023715414,98.4584980237154,2016-04-24
4702921684,2016-04-25,1,370,380,61.666666666666664,0.9736842105263158,29.210526315789476,90.87719298245614,2016-04-25
4702921684,2016-04-26,1,421,429,70.0,0.9813519813519813,29.44055944055944,99.44055944055944,2016-04-26
4702921684,2016-04-27,1,432,449,70.0,0.9621380846325167,28.8641425389755,98.8641425389755,2016-04-27
4702921684,2016-04-28,1,442,461,70.0,0.9587852494577006,28.763557483731017,98.76355748373102,2016-04-28
4702921684,2016-04-29,1,433,447,70.0,0.9686800894854586,29.06040268456376,99.06040268456375,2016-04-29
4702921684,2016-04-30,1,479,501,70.0,0.9560878243512974,28.682634730538922,98.68263473053892,2016-04-30
4702921684,2016-05-03,1,327,373,54.5,0.8766756032171582,26.300268096514746,80.80026809651474,2016-05-03
4702921684,2016-05-04,1,412,434,68.66666666666666,0.9493087557603687,28.47926267281106,97.14592933947772,2016-05-04
4702921684,2016-05-05,1,414,428,69.0,0.9672897196261683,29.01869158878505,98.01869158878505,2016-05-05
4702921684,2016-05-06,1,404,449,67.33333333333333,0.8997772828507795,26.993318485523385,94.32665181885672,2016-05-06
4702921684,2016-05-07,1,520,543,70.0,0.9576427255985267,28.7292817679558,98.7292817679558,2016-05-07
4702921684,2016-05-09,1,435,458,70.0,0.9497816593886463,28.49344978165939,98.4934497816594,2016-05-09
4702921684,2016-05-10,1,416,431,69.33333333333334,0.9651972157772621,28.955916473317863,98.28924980665121,2016-05-10
4702921684,2016-05-11,1,354,366,59.0,0.9672131147540983,29.01639344262295,88.01639344262296,2016-05-11
4702921684,2016-05-12,1,404,442,67.33333333333333,0.9140271493212669,27.420814479638008,94.75414781297134,2016-05-12
5553957443,2016-04-12,1,441,464,70.0,0.9504310344827587,28.51293103448276,98.51293103448276,2016-04-12
5553957443,2016-04-13,2,455,488,70.0,0.9323770491803278,27.971311475409834,97.97131147540983,2016-04-13
5553957443,2016-04-14,1,357,418,59.5,0.854066985645933,25.62200956937799,85.122009569378,2016-04-14
5553957443,2016-04-15,1,377,409,62.833333333333336,0.921760391198044,27.65281173594132,90.48614506927466,2016-04-15
5553957443,2016-04-16,2,651,686,51.5,0.9489795918367347,28.46938775510204,79.96938775510205,2016-04-16
5553957443,2016-04-17,1,350,402,58.333333333333336,0.8706467661691543,26.11940298507463,84.45273631840797,2016-04-17
5553957443,2016-04-18,2,520,541,70.0,0.9611829944547134,28.835489833641404,98.8354898336414,2016-04-18
5553957443,2016-04-19,1,357,410,59.5,0.8707317073170732,26.121951219512194,85.6219512195122,2016-04-19
5553957443,2016-04-20,1,658,678,50.333333333333336,0.9705014749262537,29.115044247787612,79.44837758112095,2016-04-20
5553957443,2016-04-21,1,399,431,66.5,0.925754060324826,27.77262180974478,94.27262180974478,2016-04-21
5553957443,2016-04-22,1,322,353,53.66666666666667,0.9121813031161473,27.36543909348442,81.0321057601511,2016-04-22
5553957443,2016-04-23,2,631,725,54.833333333333336,0.8703448275862069,26.110344827586207,80.94367816091955,2016-04-23
5553957443,2016-04-24,2,553,640,67.83333333333333,0.8640625,25.921875,93.75520833333333,2016-04-24
5553957443,2016-04-25,1,433,468,70.0,0.9252136752136753,27.75641025641026,97.75641025641026,2016-04-25
5553957443,2016-04-26,1,412,453,68.66666666666666,0.9094922737306843,27.28476821192053,95.95143487858718,2016-04-26
5553957443,2016-04-27,1,347,391,57.83333333333333,0.887468030690537,26.624040920716112,84.45737425404944,2016-04-27
5553957443,2016-04-28,1,421,457,70.0,0.9212253829321663,27.63676148796499,97.63676148796499,2016-04-28
5553957443,2016-04-29,1,450,495,70.0,0.9090909090909091,27.272727272727273,97.27272727272728,2016-04-29
5553957443,2016-04-30,2,775,843,30.833333333333336,0.9193357058125742,27.580071174377224,58.41340450771056,2016-04-30
5553957443,2016-05-01,2,622,686,56.33333333333333,0.9067055393586005,27.201166180758015,83.53449951409135,2016-05-01
5553957443,2016-05-02,1,409,471,68.16666666666667,0.8683651804670913,26.05095541401274,94.2176220806794,2016-05-02
5553957443,2016-05-03,1,380,429,63.333333333333336,0.8857808857808858,26.573426573426573,89.9067599067599,2016-05-03
5553957443,2016-05-04,1,447,470,70.0,0.951063829787234,28.53191489361702,98.53191489361703,2016-05-04
5553957443,2016-05-05,1,419,464,69.83333333333333,0.9030172413793104,27.090517241379313,96.92385057471265,2016-05-05
5553957443,2016-05-06,1,400,434,66.66666666666666,0.9216589861751152,27.649769585253456,94.31643625192011,2016-05-06
